operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
LookAtObject,,"
(:action LookAtObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
            ;; No effect
        )
)
",FAILED,
ExamineObject,,"
;; Operator, ExamineObject (Option 1)
;; ExamineObject takes an object to examine and a tool of type HandheldMagnifierType.
;; HandheldMagnifierType is an otype. Therefore, the tool is an object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be examined, ?toolobject - object to examine with.
;; Preconditions: The toolobject is a HandheldMagnifierType, the agent is at a location and the tool object is at the same location, and the agent is holding the object to be examined.
;; Postconditions: none
(:action ExamineObject1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject HandheldMagnifierType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
        )
        :effect (and
            ; add any desired effect here
        )
)
",FAILED,
ExamineObject,,"
;; Operator, ExamineObject (Option 2)
;; ExamineObject takes an object to examine and a tool receptacle of type MicroscopeType.
;; MicroscopeType is an rtype. Therefore, the tool receptacle is a receptacle.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be examined, ?toolreceptacle - receptacle with microscope to examine with.
;; Preconditions: The toolreceptacle is a MicroscopeType, the agent is at a location and the tool receptacle is at the same location, and the agent is holding the object to be examined.
;; Postconditions: none
(:action ExamineObject2
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle MicroscopeType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
        )
        :effect (and
            ; add any desired effect here
        )
)
",FAILED,
ExamineObject,,"
;; Operator, ExamineObject (Option 3)
;; ExamineObject takes an object to examine.
;; This action doesn't require any specific tool objects or tool receptacles.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be examined.
;; Preconditions: The agent is at a location and the object is at the same location, and the agent is holding the object to be examined.
;; Postconditions: none
(:action ExamineObject3
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
        )
        :effect (and
            ; add any desired effect here
        )
)
",FAILED,
LookObject,,"
(:action LookObject
    :parameters (?a - agent ?l - location ?o - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (lookable ?o)
    )
    :effect (and
        (hasLookedAt ?a ?o)
    )
)
",FAILED,
LookObject,,"
(:action LookObjectWithMagnifyingGlass
    :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (lookable ?o)
        (holds ?a ?toolobject)
    )
    :effect (and
        (hasLookedAt ?a ?o)
    )
)
",FAILED,
LookObject,,"
(:action LookObjectFromDistance
    :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (lookable ?o)
        (holds ?a ?toolobject)
    )
    :effect (and
        (hasLookedAt ?a ?o)
    )
)
",FAILED,
PickupObject,,"
(:action PickupObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (pickable ?o)
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_0
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PickupObject,,"
(:action PickupObjectWithToolObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject HandyToolType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (pickable ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PickupObject,,"
(:action PickupObjectWithToolReceptacle
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle HandyToolReceptacleType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (pickable ?o)
            (holds ?a ?toolreceptacle)
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_2
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolreceptacle)
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PutObject,,"
;; Operator, PutObject.
;; PutObject takes an object to put and a specific receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be put, ?r - receptacle to put the object in.
;; Preconditions: The agent is at a location and the receptacle is at the same location, and the agent is holding the object to be put.
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObject
        :parameters (?a - agent ?l - location ?o - object ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
    )
","(:action PutObject_0
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?r ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(inReceptacle ?o ?r)
		)
)",
PutObject,,"
;; Operator, PutObjectWithTool.
;; PutObjectWithTool takes an object to put, a tool object of specific type, and a specific receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be put, ?toolobject - tool to use for putting, ?r - receptacle to put the object in.
;; Preconditions: The toolobject is a valid tool type, the agent is at a location and the receptacle is at the same location, the agent is holding the object to be put, and the agent is holding the toolobject. 
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObjectWithTool
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object ?r - receptacle)
        :precondition (and
            (objectType ?toolobject ?toolType) ; change ?toolType to the specific tool type
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
    )
",FAILED,
PutObject,,"
;; Operator, PutObjectWithToolReceptacle.
;; PutObjectWithToolReceptacle takes an object to put, a specific tool receptacle, and a specific receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacles; ?o - object to be put, ?toolreceptacle - tool receptacle to use for putting, ?r - receptacle to put the object in.
;; Preconditions: The toolreceptacle is a valid tool receptacle type, the agent is at a location and both receptacles are at the same location, the agent is holding the object to be put, and the toolreceptacle is opened and the agent can hold the tool object.
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObjectWithToolReceptacle
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle ?r - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle ?toolReceptacleType) ; change ?toolReceptacleType to the specific tool receptacle type
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
            (opened ?toolreceptacle)
            (canHold ?a ?toolreceptacle ?toolobject) ; ?toolobject is the object in the toolreceptacle
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
    )
",FAILED,
CutObject,,"
(:action CutObjectWithKnife
        :parameters (?a - agent ?l - location ?o - object ?knife - object)
        :precondition (and
            (objectType ?knife KnifeType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (sliceable ?o)
            (holds ?a ?knife)
        )
        :effect (and
            (isSliced ?o)
        )
    )
","(:action CutObject_0
        :parameters (?knife - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?knife KnifeType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(sliceable ?o)
		(holds ?a ?knife)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
CutObject,,"
(:action CutObjectWithScissors
        :parameters (?a - agent ?l - location ?o - object ?scissors - object)
        :precondition (and
            (objectType ?scissors ScissorsType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (sliceable ?o)
            (holds ?a ?scissors)
        )
        :effect (and
            (isSliced ?o)
        )
    )
","(:action CutObject_1
        :parameters (?a - agent ?l - location ?o - object ?scissors - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(sliceable ?o)
		(holds ?a ?scissors)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
CutObject,,"
(:action CutObjectWithoutTools
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (sliceable ?o)
        )
        :effect (and
            (isSliced ?o)
        )
    )
","(:action CutObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(sliceable ?o)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
UseObject,,"
(:action UseObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (usable ?o)
        )
        :effect (and
            (isUsed ?o)
        )
)
",FAILED,
UseObject,,"
(:action UseObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (usableWith ?o ?toolobject)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isUsed ?o)
        )
)
",FAILED,
UseObject,,"
(:action UseObject
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (usableWith ?o ?toolreceptacle)
            (receptacleAtLocation ?toolreceptacle ?l)
            (opened ?toolreceptacle)
            (empty ?toolreceptacle)
        )
        :effect (and
            (isUsed ?o)
        )
)
",FAILED,
