operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
PickupObject,,"
;; Operator, PickupObject - Option 1
;; PickupObject takes any object to pick up.
;; This action is applicable to any object that is not already being held.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be picked up.
;; Preconditions: The agent is at a location and the object is at the same location, and the object is not already being held by any agent.
;; Postconditions: the ?o object is now being held by the agent.
(:action PickupObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (not (holdsAny ?a))
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_0
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(not (holdsAny ?a))
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PickupObject,,"
;; Operator, PickupObject - Option 2
;; PickupObject takes any object to pick up and a specific toolObject of type MugType.
;; MugType is an otype. Therefore, the toolObject is an object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be picked up, ?toolObject - tool object to carry the object with.
;; Preconditions: The toolObject is a MugType, the agent is at a location and the object is at the same location, the object is not already being held by any agent, and the agent is holding the toolObject.
;; Postconditions: the ?o object is now being held by the agent using the toolObject.
(:action PickupObject
        :parameters (?a - agent ?l - location ?o - object ?toolObject - object)
        :precondition (and
            (objectType ?toolObject MugType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (not (holdsAny ?a))
            (holds ?a ?toolObject)
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_1
        :parameters (?toolObject - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?toolObject MugType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(not (holdsAny ?a))
		(holds ?a ?toolObject)
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PickupObject,,"
;; Operator, PickupObject - Option 3
;; PickupObject takes any object to pick up and a specific toolReceptacle of type CartType.
;; CartType is an rtype. Therefore, the toolReceptacle is a receptacle.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be picked up, ?toolReceptacle - tool receptacle to carry the object in.
;; Preconditions: The toolReceptacle is a CartType, the agent is at a location and the object is at the same location, the object is not already being held by any agent, and the agent is holding the toolReceptacle.
;; Postconditions: the ?o object is now being held by the agent using the toolReceptacle.
(:action PickupObject
        :parameters (?a - agent ?l - location ?o - object ?toolReceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolReceptacle CartType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (not (holdsAny ?a))
            (holds ?a ?toolReceptacle)
        )
        :effect (and
            (holds ?a ?o)
        )
)
","(:action PickupObject_2
        :parameters (?toolReceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolReceptacle CartType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(not (holdsAny ?a))
		)
        :effect (and 
		(holds ?a ?o)
		)
)",
PutObject,,"
;; Operator, PutObjectOption1.
;; PutObjectOption1 takes an object to put and a specific receptacle of type SinkBasinType to put the object in.
;; Parameters: ?a - agent, ?l - location of the receptacle (sink); ?o - object to be put, ?r - receptacle to put the object in.
;; Preconditions: The agent is at a location and the receptacle is at the same location, the object is at the location of the agent and is holded by the agent, and the receptacle is of type SinkBasinType.
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObjectOption1
        :parameters (?a - agent ?l - location ?o - object ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
            (receptacleType ?r SinkBasinType)
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
    )
","(:action PutObject_0
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?r ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?o)
		(receptacleType ?r SinkBasinType)
		)
        :effect (and 
		(inReceptacle ?o ?r)
		)
)",
PutObject,,"
;; Operator, PutObjectOption2.
;; PutObjectOption2 takes an object to put and a specific tool receptacle of type SafeType to put the object in.
;; Parameters: ?a - agent, ?l - location of the tool receptacle (safe); ?o - object to be put, ?r - receptacle (safe) to put the object in.
;; Preconditions: The agent is at a location and the receptacle is at the same location, the object is at the location of the agent and is holded by the agent, and the receptacle is of type SafeType.
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObjectOption2
        :parameters (?a - agent ?l - location ?o - object ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
            (receptacleType ?r SafeType)
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
    )
","(:action PutObject_1
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?r ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?o)
		(receptacleType ?r SafeType)
		)
        :effect (and 
		(inReceptacle ?o ?r)
		)
)",
PutObject,,"
;; Operator, PutObjectOption3.
;; PutObjectOption3 takes an object to put and does not require any tool objects or tool receptacles.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be put, ?r - receptacle to put the object in.
;; Preconditions: The agent is at a location and the receptacle is at the same location, the object is at the location of the agent and is holded by the agent.
;; Postconditions: the ?o object is now in the ?r receptacle.
(:action PutObjectOption3
        :parameters (?a - agent ?l - location ?o - object ?r - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?o)
        )
        :effect (and
            (inReceptacle ?o ?r)
        )
     )
","(:action PutObject_2
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?r ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(inReceptacle ?o ?r)
		)
)",
SliceObject,"(:action SliceObject
        :parameters (?a - agent ?l - location ?co - object ?ko - object)
        :precondition (and
            
            
            
            
            
            (objectType ?ko KnifeType)
            (atLocation ?a ?l)
            (objectAtLocation ?co ?l)
            (sliceable ?co)
            (holds ?a ?ko)
            (forall (?re - receptacle)
                when (receptacleType ?re MicrowaveType)
                    (not (inReceptacle ?co ?re))
            )
        )
        :effect (and
            (isSliced ?co)
        )
    )","
;; Operator, SliceObject Option 1.
;; SliceObject takes an object to slice.
;; This option does not require a tool object or tool receptacle.
;; Parameters: ?a - agent, ?l - location of object to be sliced; ?o - object to be sliced.
;; Preconditions: The agent is at a location and the object to be sliced is at the same location, and the object is sliceable.
;; Postconditions: the ?o object is now sliced.
(:action SliceObjectOption1
      :parameters (?a - agent ?l - location ?o - object)
      :precondition (and
          (atLocation ?a ?l)
          (objectAtLocation ?o ?l)
          (sliceable ?o)
      )
      :effect (and
          (isSliced ?o)
      )
  )
","(:action SliceObject_0
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(sliceable ?o)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
SliceObject,"(:action SliceObject
        :parameters (?a - agent ?l - location ?co - object ?ko - object)
        :precondition (and
            
            
            
            
            
            (objectType ?ko KnifeType)
            (atLocation ?a ?l)
            (objectAtLocation ?co ?l)
            (sliceable ?co)
            (holds ?a ?ko)
            (forall (?re - receptacle)
                when (receptacleType ?re MicrowaveType)
                    (not (inReceptacle ?co ?re))
            )
        )
        :effect (and
            (isSliced ?co)
        )
    )","
;; Operator, SliceObject Option 2.
;; SliceObject takes an object to slice and a specific tool object of type butterknifeType.
;; butterknifeType is an otype. Therefore, the tool object is an object.
;; Parameters: ?a - agent, ?l - location of object to be sliced; ?o - object to be sliced, ?toolobject - object to slice with.
;; Preconditions: The toolobject is a butterknifeType, the agent is at a location and the object to be sliced is at the same location, the object is sliceable, and the agent is holding the tool object.
;; Postconditions: the ?o object is now sliced.
(:action SliceObjectOption2
      :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
      :precondition (and
          (objectType ?toolobject butterknifeType)
          (atLocation ?a ?l)
          (objectAtLocation ?o ?l)
          (sliceable ?o)
          (holds ?a ?toolobject)
      )
      :effect (and
          (isSliced ?o)
      )
  )
","(:action SliceObject_1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(sliceable ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
SliceObject,"(:action SliceObject
        :parameters (?a - agent ?l - location ?co - object ?ko - object)
        :precondition (and
            
            
            
            
            
            (objectType ?ko KnifeType)
            (atLocation ?a ?l)
            (objectAtLocation ?co ?l)
            (sliceable ?co)
            (holds ?a ?ko)
            (forall (?re - receptacle)
                when (receptacleType ?re MicrowaveType)
                    (not (inReceptacle ?co ?re))
            )
        )
        :effect (and
            (isSliced ?co)
        )
    )","
;; Operator, SliceObject Option 3.
;; SliceObject takes an object to slice and a specific tool receptacle of type DrawerType.
;; DrawerType is an rtype. Therefore, the tool receptacle is a receptacle.
;; Parameters: ?a - agent, ?l - location of the tool receptacle; ?o - object to be sliced, ?toolreceptacle - tool receptacle to slice with.
;; Preconditions: The toolreceptacle is a DrawerType, the agent is at a location and the tool receptacle is at the same location, the object is sliceable, and the agent is holding the object to be sliced.
;; Postconditions: the ?o object is now sliced.
(:action SliceObjectOption3
      :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
      :precondition (and
          (receptacleType ?toolreceptacle DrawerType)
          (atLocation ?a ?l)
          (receptacleAtLocation ?toolreceptacle ?l)
          (holds ?a ?o)
      )
      :effect (and
          (isSliced ?o)
      )
  )
","(:action SliceObject_2
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle DrawerType)
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isSliced ?o)
		)
)",
LookAtObject,,"
;; Operator, LookAtObject.
;; LookAtObject takes an object to look at.
;; This action is applicable to any object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to look at.
;; Preconditions: The agent is at a location and the object is at the same location.
;; Postconditions: None. This operator does not have any effect.
;; In this case, we do not need any tool objects or tool receptacles.
(:action LookAtObject
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
            ; none
        )
)
",FAILED,
